text,coding,round,recipient,sender.id,sender.name,treatment,direction,gameID,guess.x,confidence.x,nRabbits.x,nSquirrels.x,nCritters.x,mleEstimate.x,nSquirrelsGame.x,nRabbitsGame.x,mleGame.x,entropy.x,representation.x,designatedGame.x,entropy_bin.x,representation_bin.x,nCrittersGame_bin.x,error.x,guess.y,confidence.y,nRabbits.y,nSquirrels.y,nCritters.y,mleEstimate.y,nSquirrelsGame.y,nRabbitsGame.y,mleGame.y,entropy.y,representation.y,designatedGame.y,entropy_bin.y,representation_bin.y,nCrittersGame_bin.y,error.y
i only have one squirrel again and thats it,pn,2,01JGQNETDEE6CRRRZ48CZ1WREP,01JGQNQ41J84MVZD235DB35RKG,player 4,interactive,SR,01JGQN6N75REDW2HT5QWGDBSQX,65,73,0,1,1,0,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",10,65,73,0,1,1,0,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",10
22 rabbits 5 squirrels,pn,2,01JGQNQ41J84MVZD235DB35RKG,01JGQN9J5QTAS9G5CVHDBHZ51F,player 1,interactive,SR,01JGQN6N75REDW2HT5QWGDBSQX,85,92,22,5,27,0.814814814814815,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",10,85,92,22,5,27,0.814814814814815,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",10
i am seeing 6 rabbits,pn,3,01JGQNQ41J84MVZD235DB35RKG,01JGQNETDEE6CRRRZ48CZ1WREP,player 3,interactive,SR,01JGQN6N75REDW2HT5QWGDBSQX,85,79,6,0,6,1,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",10,85,79,6,0,6,1,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",10
just one squirrel and that sit,pn,3,01JGQN9J5QTAS9G5CVHDBHZ51F,01JGQNQ41J84MVZD235DB35RKG,player 4,interactive,SR,01JGQN6N75REDW2HT5QWGDBSQX,73,72,0,1,1,0,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",2,73,72,0,1,1,0,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",2
I saw 2 rabbits,pn,3,01JGQNETDEE6CRRRZ48CZ1WREP,01JGQNB0DG75PXMG1BE7673SKR,player 2,interactive,SR,01JGQN6N75REDW2HT5QWGDBSQX,NA,NA,2,4,6,0.333333333333333,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",NA,NA,NA,2,4,6,0.333333333333333,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",NA
one neighbor said they saw 1 squirrels,sn,3,01JGQNQ41J84MVZD235DB35RKG,01JGQNETDEE6CRRRZ48CZ1WREP,player 3,interactive,SR,01JGQN6N75REDW2HT5QWGDBSQX,85,79,6,0,6,1,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",10,85,79,6,0,6,1,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",10
22 rabbits and 5 squirrels,pn,3,01JGQNB0DG75PXMG1BE7673SKR,01JGQN9J5QTAS9G5CVHDBHZ51F,player 1,interactive,SR,01JGQN6N75REDW2HT5QWGDBSQX,82,88,22,5,27,0.814814814814815,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",7,82,88,22,5,27,0.814814814814815,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",7
just one squirrel here :-),pn,4,01JGQNB0DG75PXMG1BE7673SKR,01JGQNQ41J84MVZD235DB35RKG,player 4,interactive,SR,01JGQN6N75REDW2HT5QWGDBSQX,66,71,0,1,1,0,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",9,66,71,0,1,1,0,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",9
22 rabbits and 5 squirrels,pn,4,01JGQNETDEE6CRRRZ48CZ1WREP,01JGQN9J5QTAS9G5CVHDBHZ51F,player 1,interactive,SR,01JGQN6N75REDW2HT5QWGDBSQX,81,82,22,5,27,0.814814814814815,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",6,81,82,22,5,27,0.814814814814815,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",6
I saw 2 rabbits and 4 squirrels,pn,4,01JGQNQ41J84MVZD235DB35RKG,01JGQNB0DG75PXMG1BE7673SKR,player 2,interactive,SR,01JGQN6N75REDW2HT5QWGDBSQX,NA,NA,2,4,6,0.333333333333333,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",NA,NA,NA,2,4,6,0.333333333333333,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",NA
i am seeing 6 rabbits. One neighbor saw 2 squirrels. One saw 2 rabbits.,pnsn,4,01JGQN9J5QTAS9G5CVHDBHZ51F,01JGQNETDEE6CRRRZ48CZ1WREP,player 3,interactive,SR,01JGQN6N75REDW2HT5QWGDBSQX,75,67,6,0,6,1,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",0,75,67,6,0,6,1,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",0
another neighbour said 22 rabbits,sn,4,01JGQNB0DG75PXMG1BE7673SKR,01JGQNQ41J84MVZD235DB35RKG,player 4,interactive,SR,01JGQN6N75REDW2HT5QWGDBSQX,66,71,0,1,1,0,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",9,66,71,0,1,1,0,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",9
just one little squirrel and thats it,pn,5,01JGQNETDEE6CRRRZ48CZ1WREP,01JGQNQ41J84MVZD235DB35RKG,player 4,interactive,SR,01JGQN6N75REDW2HT5QWGDBSQX,77,75,0,1,1,0,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",2,77,75,0,1,1,0,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",2
i see 22 rabbits and 5 squirrels,pn,5,01JGQNQ41J84MVZD235DB35RKG,01JGQN9J5QTAS9G5CVHDBHZ51F,player 1,interactive,SR,01JGQN6N75REDW2HT5QWGDBSQX,78,77,22,5,27,0.814814814814815,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",3,78,77,22,5,27,0.814814814814815,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",3
i think the majority is rabbits tho,sb,5,01JGQNETDEE6CRRRZ48CZ1WREP,01JGQNQ41J84MVZD235DB35RKG,player 4,interactive,SR,01JGQN6N75REDW2HT5QWGDBSQX,77,75,0,1,1,0,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",2,77,75,0,1,1,0,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",2
I am seeing 6 rabbits. One neighbor saw 22 rabbits and 5 squirrels. One saw 2 rabbits.,pnsn,5,01JGQNB0DG75PXMG1BE7673SKR,01JGQNETDEE6CRRRZ48CZ1WREP,player 3,interactive,SR,01JGQN6N75REDW2HT5QWGDBSQX,80,66,6,0,6,1,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",5,80,66,6,0,6,1,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",5
"I saw 2 rabbits and 4 squirrels, another neighbor said 22 rabbits and just a few squirrels",pnsn,5,01JGQN9J5QTAS9G5CVHDBHZ51F,01JGQNB0DG75PXMG1BE7673SKR,player 2,interactive,SR,01JGQN6N75REDW2HT5QWGDBSQX,75,63,2,4,6,0.333333333333333,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",0,75,63,2,4,6,0.333333333333333,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",0
I am seeing 6 rabbits. One neighbor saw 22 rabbits and 5 squirrels. One saw 2 rabbits,pnsn,6,01JGQNQ41J84MVZD235DB35RKG,01JGQNETDEE6CRRRZ48CZ1WREP,player 3,interactive,SR,01JGQN6N75REDW2HT5QWGDBSQX,80,85,6,0,6,1,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",5,80,85,6,0,6,1,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",5
i see 22 rabbits and 5 squirrels,pn,6,01JGQNB0DG75PXMG1BE7673SKR,01JGQN9J5QTAS9G5CVHDBHZ51F,player 1,interactive,SR,01JGQN6N75REDW2HT5QWGDBSQX,84,85,22,5,27,0.814814814814815,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",9,84,85,22,5,27,0.814814814814815,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",9
"i have one squirrel, i think theres at least 60% rabbits",pnsb,6,01JGQN9J5QTAS9G5CVHDBHZ51F,01JGQNQ41J84MVZD235DB35RKG,player 4,interactive,SR,01JGQN6N75REDW2HT5QWGDBSQX,72,81,0,1,1,0,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",3,72,81,0,1,1,0,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",3
"I saw 2 rabbits and 4 squirrels, another neighbor said 22 rabbits and a couple of ssq",pnsbsn,6,01JGQNETDEE6CRRRZ48CZ1WREP,01JGQNB0DG75PXMG1BE7673SKR,player 2,interactive,SR,01JGQN6N75REDW2HT5QWGDBSQX,77,74,2,4,6,0.333333333333333,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",2,77,74,2,4,6,0.333333333333333,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",2
I am seeing 6 rabbits. One neighbor saw 22 rabbits and 5 squirrels. One saw 2 rabbits,pnsn,7,01JGQN9J5QTAS9G5CVHDBHZ51F,01JGQNETDEE6CRRRZ48CZ1WREP,player 3,interactive,SR,01JGQN6N75REDW2HT5QWGDBSQX,76,70,6,0,6,1,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",1,76,70,6,0,6,1,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",1
"I saw 2 rabbits and 4 squirrels, another neighbor said 22 rabbits and a couple of squirrels",pnsnsb,7,01JGQNQ41J84MVZD235DB35RKG,01JGQNB0DG75PXMG1BE7673SKR,player 2,interactive,SR,01JGQN6N75REDW2HT5QWGDBSQX,75,77,2,4,6,0.333333333333333,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",0,75,77,2,4,6,0.333333333333333,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",0
i thikn theres 60-80& rabbits,sb,7,01JGQNB0DG75PXMG1BE7673SKR,01JGQNQ41J84MVZD235DB35RKG,player 4,interactive,SR,01JGQN6N75REDW2HT5QWGDBSQX,75,80,0,1,1,0,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",0,75,80,0,1,1,0,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",0
22 rabbits and 5 squirrels,pn,7,01JGQNETDEE6CRRRZ48CZ1WREP,01JGQN9J5QTAS9G5CVHDBHZ51F,player 1,interactive,SR,01JGQN6N75REDW2HT5QWGDBSQX,83,88,22,5,27,0.814814814814815,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",8,83,88,22,5,27,0.814814814814815,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",8
i have one squirrel,pn,7,01JGQNB0DG75PXMG1BE7673SKR,01JGQNQ41J84MVZD235DB35RKG,player 4,interactive,SR,01JGQN6N75REDW2HT5QWGDBSQX,75,80,0,1,1,0,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",0,75,80,0,1,1,0,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",0
I agree,sb,7,01JGQNQ41J84MVZD235DB35RKG,01JGQNB0DG75PXMG1BE7673SKR,player 2,interactive,SR,01JGQN6N75REDW2HT5QWGDBSQX,75,77,2,4,6,0.333333333333333,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",0,75,77,2,4,6,0.333333333333333,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",0
I am seeing 6 rabbits. One neighbor saw 22 rabbits and 5 squirrels. One saw 2 rabbits,pnsn,8,01JGQNB0DG75PXMG1BE7673SKR,01JGQNETDEE6CRRRZ48CZ1WREP,player 3,interactive,SR,01JGQN6N75REDW2HT5QWGDBSQX,75,90,6,0,6,1,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",0,75,90,6,0,6,1,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",0
im putting 75% rabbits,sb,8,01JGQNETDEE6CRRRZ48CZ1WREP,01JGQNQ41J84MVZD235DB35RKG,player 4,interactive,SR,01JGQN6N75REDW2HT5QWGDBSQX,75,82,0,1,1,0,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",0,75,82,0,1,1,0,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",0
i see 22 rabbits and 5 squirrels,pn,8,01JGQNQ41J84MVZD235DB35RKG,01JGQN9J5QTAS9G5CVHDBHZ51F,player 1,interactive,SR,01JGQN6N75REDW2HT5QWGDBSQX,79,86,22,5,27,0.814814814814815,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",4,79,86,22,5,27,0.814814814814815,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",4
i have one squirrel,pn,8,01JGQNETDEE6CRRRZ48CZ1WREP,01JGQNQ41J84MVZD235DB35RKG,player 4,interactive,SR,01JGQN6N75REDW2HT5QWGDBSQX,75,82,0,1,1,0,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",0,75,82,0,1,1,0,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",0
75% seems accurate,sb,8,01JGQNB0DG75PXMG1BE7673SKR,01JGQNETDEE6CRRRZ48CZ1WREP,player 3,interactive,SR,01JGQN6N75REDW2HT5QWGDBSQX,75,90,6,0,6,1,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",0,75,90,6,0,6,1,10,30,0.75,0.9267,0.3704,24817,"0.81,1.1","0.36,0.48","35,40",0
I see two squirrels outside.,pn,1,01JGQPKK0NF9CAQ0E9KV6SEWAM,01JGQNBKH27386NXFVWD4MBGGV,player 1,interactive,SR,01JGQN6H51VVPKH8JK4RNC2G7B,NA,NA,0,2,2,0,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",NA,NA,NA,0,2,2,0,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",NA
5 rabbits 0 squirrels,pn,1,01JGQPJAGAPG5ENGBHG61QQ493,01JGQPWM0V5M1NJWQK47J39H8W,player 4,interactive,SR,01JGQN6H51VVPKH8JK4RNC2G7B,NA,NA,5,0,5,1,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",NA,NA,NA,5,0,5,1,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",NA
I saw 16 animals! 12 squirrels and 4 bunnies,pn,1,01JGQNBKH27386NXFVWD4MBGGV,01JGQPKK0NF9CAQ0E9KV6SEWAM,player 3,interactive,SR,01JGQN6H51VVPKH8JK4RNC2G7B,13,82,12,4,16,0.75,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",61.19,13,82,12,4,16,0.75,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",61.19
I have 2 squirrels and 6 rabbits,pn,1,01JGQPWM0V5M1NJWQK47J39H8W,01JGQPJAGAPG5ENGBHG61QQ493,player 2,interactive,SR,01JGQN6H51VVPKH8JK4RNC2G7B,NA,NA,6,2,8,0.75,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",NA,NA,NA,6,2,8,0.75,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",NA
"I see two animals, both are squirrels",pn,2,01JGQPWM0V5M1NJWQK47J39H8W,01JGQNBKH27386NXFVWD4MBGGV,player 1,interactive,SR,01JGQN6H51VVPKH8JK4RNC2G7B,24,79,0,2,2,0,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",50.19,24,79,0,2,2,0,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",50.19
2 squirrels 6 rabbits,pn,2,01JGQNBKH27386NXFVWD4MBGGV,01JGQPJAGAPG5ENGBHG61QQ493,player 2,interactive,SR,01JGQN6H51VVPKH8JK4RNC2G7B,NA,NA,6,2,8,0.75,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",NA,NA,NA,6,2,8,0.75,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",NA
I see 4 bunnies,pn,2,01JGQPJAGAPG5ENGBHG61QQ493,01JGQPKK0NF9CAQ0E9KV6SEWAM,player 3,interactive,SR,01JGQN6H51VVPKH8JK4RNC2G7B,10,85,12,4,16,0.75,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",64.19,10,85,12,4,16,0.75,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",64.19
5 bunnys no squirrels,pn,3,01JGQNBKH27386NXFVWD4MBGGV,01JGQPWM0V5M1NJWQK47J39H8W,player 4,interactive,SR,01JGQN6H51VVPKH8JK4RNC2G7B,NA,NA,5,0,5,1,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",NA,NA,NA,5,0,5,1,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",NA
2 squirles 5 rabbits,pn,3,01JGQPKK0NF9CAQ0E9KV6SEWAM,01JGQPJAGAPG5ENGBHG61QQ493,player 2,interactive,SR,01JGQN6H51VVPKH8JK4RNC2G7B,NA,NA,6,2,8,0.75,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",NA,NA,NA,6,2,8,0.75,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",NA
There are two squirrels.,pn,3,01JGQPJAGAPG5ENGBHG61QQ493,01JGQNBKH27386NXFVWD4MBGGV,player 1,interactive,SR,01JGQN6H51VVPKH8JK4RNC2G7B,71,85,0,2,2,0,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",3.19,71,85,0,2,2,0,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",3.19
I saw 12 squirrels and 4 bunnies outside,pn,3,01JGQPWM0V5M1NJWQK47J39H8W,01JGQPKK0NF9CAQ0E9KV6SEWAM,player 3,interactive,SR,01JGQN6H51VVPKH8JK4RNC2G7B,9,100,12,4,16,0.75,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",65.19,9,100,12,4,16,0.75,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",65.19
"5 bunnies, no squirrels",pn,4,01JGQPJAGAPG5ENGBHG61QQ493,01JGQPWM0V5M1NJWQK47J39H8W,player 4,interactive,SR,01JGQN6H51VVPKH8JK4RNC2G7B,90,47,5,0,5,1,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",15.81,90,47,5,0,5,1,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",15.81
6 rabbits 2 squirrels,pn,4,01JGQPWM0V5M1NJWQK47J39H8W,01JGQPJAGAPG5ENGBHG61QQ493,player 2,interactive,SR,01JGQN6H51VVPKH8JK4RNC2G7B,NA,NA,6,2,8,0.75,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",NA,NA,NA,6,2,8,0.75,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",NA
I see 4 bunnies and 12 squirrels outside,pn,4,01JGQNBKH27386NXFVWD4MBGGV,01JGQPKK0NF9CAQ0E9KV6SEWAM,player 3,interactive,SR,01JGQN6H51VVPKH8JK4RNC2G7B,4,88,12,4,16,0.75,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",70.19,4,88,12,4,16,0.75,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",70.19
There are two squirrels.,pn,4,01JGQPKK0NF9CAQ0E9KV6SEWAM,01JGQNBKH27386NXFVWD4MBGGV,player 1,interactive,SR,01JGQN6H51VVPKH8JK4RNC2G7B,20,81,0,2,2,0,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",54.19,20,81,0,2,2,0,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",54.19
There are two squirrels.,pn,5,01JGQPWM0V5M1NJWQK47J39H8W,01JGQNBKH27386NXFVWD4MBGGV,player 1,interactive,SR,01JGQN6H51VVPKH8JK4RNC2G7B,41,67,0,2,2,0,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",33.19,41,67,0,2,2,0,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",33.19
5 rabbits 2 squirrels,pn,5,01JGQNBKH27386NXFVWD4MBGGV,01JGQPJAGAPG5ENGBHG61QQ493,player 2,interactive,SR,01JGQN6H51VVPKH8JK4RNC2G7B,NA,NA,6,2,8,0.75,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",NA,NA,NA,6,2,8,0.75,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",NA
"5 bunnies, no squirrels",pn,5,01JGQPKK0NF9CAQ0E9KV6SEWAM,01JGQPWM0V5M1NJWQK47J39H8W,player 4,interactive,SR,01JGQN6H51VVPKH8JK4RNC2G7B,60,100,5,0,5,1,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",14.19,60,100,5,0,5,1,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",14.19
I see 12 bunnies and 4 squirrels,pn,5,01JGQPJAGAPG5ENGBHG61QQ493,01JGQPKK0NF9CAQ0E9KV6SEWAM,player 3,interactive,SR,01JGQN6H51VVPKH8JK4RNC2G7B,96,96,12,4,16,0.75,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",21.81,96,96,12,4,16,0.75,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",21.81
I see two squirrels.,pn,6,01JGQPJAGAPG5ENGBHG61QQ493,01JGQNBKH27386NXFVWD4MBGGV,player 1,interactive,SR,01JGQN6H51VVPKH8JK4RNC2G7B,73,80,0,2,2,0,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",1.19,73,80,0,2,2,0,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",1.19
5 rabbits no squirrels,pn,6,01JGQNBKH27386NXFVWD4MBGGV,01JGQPWM0V5M1NJWQK47J39H8W,player 4,interactive,SR,01JGQN6H51VVPKH8JK4RNC2G7B,90,37,5,0,5,1,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",15.81,90,37,5,0,5,1,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",15.81
12 bunnies 4 squirrels,pn,6,01JGQPWM0V5M1NJWQK47J39H8W,01JGQPKK0NF9CAQ0E9KV6SEWAM,player 3,interactive,SR,01JGQN6H51VVPKH8JK4RNC2G7B,71,65,12,4,16,0.75,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",3.19,71,65,12,4,16,0.75,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",3.19
5 rabbits 2 squirrels,pn,6,01JGQPKK0NF9CAQ0E9KV6SEWAM,01JGQPJAGAPG5ENGBHG61QQ493,player 2,interactive,SR,01JGQN6H51VVPKH8JK4RNC2G7B,NA,NA,6,2,8,0.75,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",NA,NA,NA,6,2,8,0.75,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",NA
5 rabbits no squirrels,pn,7,01JGQPJAGAPG5ENGBHG61QQ493,01JGQPWM0V5M1NJWQK47J39H8W,player 4,interactive,SR,01JGQN6H51VVPKH8JK4RNC2G7B,80,100,5,0,5,1,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",5.81,80,100,5,0,5,1,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",5.81
2 squirrels 5 rabbits,pn,7,01JGQPWM0V5M1NJWQK47J39H8W,01JGQPJAGAPG5ENGBHG61QQ493,player 2,interactive,SR,01JGQN6H51VVPKH8JK4RNC2G7B,NA,NA,6,2,8,0.75,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",NA,NA,NA,6,2,8,0.75,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",NA
12 bunnies 4 squirrels,pn,7,01JGQNBKH27386NXFVWD4MBGGV,01JGQPKK0NF9CAQ0E9KV6SEWAM,player 3,interactive,SR,01JGQN6H51VVPKH8JK4RNC2G7B,10,81,12,4,16,0.75,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",64.19,10,81,12,4,16,0.75,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",64.19
Two squirrels,pn,7,01JGQPKK0NF9CAQ0E9KV6SEWAM,01JGQNBKH27386NXFVWD4MBGGV,player 1,interactive,SR,01JGQN6H51VVPKH8JK4RNC2G7B,80,78,0,2,2,0,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",5.81,80,78,0,2,2,0,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",5.81
5 rabbits no squirrels,pn,8,01JGQPKK0NF9CAQ0E9KV6SEWAM,01JGQPWM0V5M1NJWQK47J39H8W,player 4,interactive,SR,01JGQN6H51VVPKH8JK4RNC2G7B,60,100,5,0,5,1,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",14.19,60,100,5,0,5,1,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",14.19
2 squirrels 5 rabbits,pn,8,01JGQNBKH27386NXFVWD4MBGGV,01JGQPJAGAPG5ENGBHG61QQ493,player 2,interactive,SR,01JGQN6H51VVPKH8JK4RNC2G7B,NA,NA,6,2,8,0.75,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",NA,NA,NA,6,2,8,0.75,8,23,0.7419,1.162,0.254,8637,"1.1,1.4","0.24,0.36","30,35",NA
